filename,width,height,class,xmin,ymin,xmax,ymax
000000000520.jpg,640,480,person,453,316,470,335
000000000520.jpg,640,480,person,508,323,516,337
000000000078.jpg,612,612,clock,359,2,573,237
000000000086.jpg,512,640,person,152,183,281,559
000000000086.jpg,512,640,motorcycle,130,346,424,635
000000000086.jpg,512,640,handbag,265,294,399,404
000000000092.jpg,640,427,fork,418,118,583,427
000000000092.jpg,640,427,cake,125,0,501,293
000000000247.jpg,640,424,car,55,186,141,221
000000000247.jpg,640,424,car,514,179,549,197
000000000247.jpg,640,424,car,478,175,509,198
000000000247.jpg,640,424,airplane,2,0,639,418
000000000247.jpg,640,424,car,544,172,552,178
000000000247.jpg,640,424,car,533,171,541,178
000000000247.jpg,640,424,airplane,420,85,640,141
000000000247.jpg,640,424,car,503,169,519,177
000000000643.jpg,500,375,tv,105,169,316,368
000000000643.jpg,500,375,bottle,66,252,113,368
000000000643.jpg,500,375,book,358,122,364,169
000000000643.jpg,500,375,book,403,116,451,179
000000000643.jpg,500,375,book,332,123,338,171
000000000643.jpg,500,375,book,337,122,342,171
000000000643.jpg,500,375,book,342,124,349,171
000000000643.jpg,500,375,book,332,256,361,313
000000000643.jpg,500,375,book,347,121,356,170
000000000643.jpg,500,375,book,331,122,403,171
000000000643.jpg,500,375,book,290,338,412,370
000000000643.jpg,500,375,teddy bear,192,3,241,56
000000000643.jpg,500,375,bowl,154,72,194,95
000000000643.jpg,500,375,mouse,98,357,134,374
000000000643.jpg,500,375,book,87,90,142,95
000000000643.jpg,500,375,book,86,94,141,100
000000000643.jpg,500,375,book,88,100,142,105
000000000643.jpg,500,375,teddy bear,385,34,425,89
000000000643.jpg,500,375,book,88,104,142,110
000000000643.jpg,500,375,bottle,205,47,233,113
000000000133.jpg,640,480,bed,13,2,640,421
000000000133.jpg,640,480,teddy bear,525,20,573,49
000000000641.jpg,640,428,bicycle,115,237,141,297
000000000641.jpg,640,428,bicycle,565,265,582,286
000000000641.jpg,640,428,bus,142,100,559,328
000000000641.jpg,640,428,person,578,233,589,246
000000000641.jpg,640,428,person,565,240,582,275
000000000641.jpg,640,428,person,596,232,606,246
000000000641.jpg,640,428,person,555,231,562,254
000000000641.jpg,640,428,person,463,225,468,251
000000000641.jpg,640,428,person,606,231,613,246
000000000641.jpg,640,428,person,26,207,56,230
000000000641.jpg,640,428,person,3,209,24,232
000000000641.jpg,640,428,person,0,220,6,239
000000000127.jpg,640,481,potted plant,213,49,278,120
000000000127.jpg,640,481,dining table,107,147,639,481
000000000127.jpg,640,481,cup,381,221,567,345
000000000127.jpg,640,481,knife,300,286,405,445
000000000127.jpg,640,481,spoon,346,276,431,358
000000000127.jpg,640,481,cake,179,263,305,404
000000000127.jpg,640,481,book,257,194,386,286
000000000127.jpg,640,481,bench,0,148,64,230
000000000127.jpg,640,481,bench,157,86,201,102
000000000127.jpg,640,481,umbrella,294,0,398,104
000000000127.jpg,640,481,umbrella,131,3,164,58
000000000127.jpg,640,481,handbag,111,123,581,286
000000000127.jpg,640,481,person,444,8,466,44
000000000127.jpg,640,481,bench,106,99,171,148
000000000127.jpg,640,481,bench,196,147,249,183
000000000127.jpg,640,481,dining table,265,95,479,118
000000000127.jpg,640,481,umbrella,104,1,132,46
000000000443.jpg,640,480,cat,198,53,571,433
000000000443.jpg,640,480,person,117,1,637,473
000000000443.jpg,640,480,person,488,2,640,305
000000000443.jpg,640,480,remote,500,194,640,347
000000000443.jpg,640,480,couch,1,1,569,472
000000000443.jpg,640,480,person,2,152,145,464
000000000536.jpg,448,336,chair,288,138,444,334
000000000536.jpg,448,336,person,292,133,448,332
000000000536.jpg,448,336,person,169,79,277,335
000000000536.jpg,448,336,person,88,68,186,332
000000000536.jpg,448,336,handbag,22,258,66,336
000000000536.jpg,448,336,handbag,202,185,271,249
000000000536.jpg,448,336,handbag,343,235,389,247
000000000536.jpg,448,336,cell phone,206,106,220,127
000000000536.jpg,448,336,cell phone,98,87,127,127
000000000536.jpg,448,336,chair,0,141,83,336
000000000536.jpg,448,336,cell phone,361,224,369,237
000000000196.jpg,640,480,spoon,249,200,460,249
000000000196.jpg,640,480,carrot,448,363,471,406
000000000196.jpg,640,480,carrot,391,374,415,428
000000000196.jpg,640,480,carrot,442,375,449,401
000000000196.jpg,640,480,carrot,412,404,468,435
000000000196.jpg,640,480,spoon,533,250,607,372
000000000196.jpg,640,480,spoon,517,213,615,256
000000000196.jpg,640,480,spoon,230,42,301,86
000000000196.jpg,640,480,spoon,546,251,617,332
000000000196.jpg,640,480,spoon,464,390,586,478
000000000196.jpg,640,480,bowl,275,58,404,120
000000000196.jpg,640,480,bowl,423,236,568,349
000000000196.jpg,640,480,bowl,513,315,640,458
000000000196.jpg,640,480,bowl,234,197,404,284
000000000196.jpg,640,480,bowl,363,337,524,476
000000000196.jpg,640,480,bowl,332,157,464,226
000000000196.jpg,640,480,bowl,341,115,492,180
000000000196.jpg,640,480,bowl,189,72,278,105
000000000196.jpg,640,480,bowl,361,47,454,110
000000000196.jpg,640,480,broccoli,199,254,217,285
000000000196.jpg,640,480,broccoli,280,393,318,422
000000000196.jpg,640,480,broccoli,170,269,191,298
000000000196.jpg,640,480,carrot,462,401,488,433
000000000196.jpg,640,480,carrot,415,417,428,449
000000000196.jpg,640,480,dining table,0,41,640,480
000000000196.jpg,640,480,fork,210,407,295,473
000000000196.jpg,640,480,spoon,457,121,501,150
000000000196.jpg,640,480,bowl,115,88,211,127
000000000196.jpg,640,480,bowl,33,109,151,169
000000000196.jpg,640,480,bowl,0,145,71,219
000000000196.jpg,640,480,broccoli,115,340,155,366
000000000196.jpg,640,480,carrot,379,413,415,443
000000000196.jpg,640,480,carrot,577,377,589,392
000000000196.jpg,640,480,carrot,372,388,404,416
000000000196.jpg,640,480,carrot,168,359,210,401
000000000196.jpg,640,480,carrot,420,373,443,396
000000000196.jpg,640,480,carrot,434,446,454,457
000000000196.jpg,640,480,spoon,526,129,546,139
000000000196.jpg,640,480,broccoli,250,325,274,346
000000000196.jpg,640,480,broccoli,288,290,306,323
000000000196.jpg,640,480,broccoli,150,262,167,276
000000000196.jpg,640,480,bowl,0,188,172,280
000000000394.jpg,640,611,dog,0,16,625,588
000000000394.jpg,640,611,frisbee,235,185,590,477
000000000419.jpg,640,480,person,124,130,170,282
000000000419.jpg,640,480,tennis racket,140,118,178,135
000000000419.jpg,640,480,sports ball,124,91,130,98
000000000419.jpg,640,480,person,458,228,589,404
000000000419.jpg,640,480,car,434,202,448,216
000000000419.jpg,640,480,car,529,203,545,214
000000000419.jpg,640,480,car,329,202,363,214
000000000431.jpg,640,389,sports ball,359,194,371,205
000000000431.jpg,640,389,person,153,67,311,319
000000000431.jpg,640,389,tennis racket,296,158,378,221
000000000357.jpg,640,218,baseball bat,539,121,543,148
000000000357.jpg,640,218,baseball glove,566,186,575,193
000000000357.jpg,640,218,baseball glove,76,97,83,106
000000000357.jpg,640,218,baseball glove,279,25,284,29
000000000357.jpg,640,218,person,372,25,389,52
000000000357.jpg,640,218,person,271,18,298,55
000000000357.jpg,640,218,person,209,22,231,53
000000000357.jpg,640,218,person,74,79,93,127
000000000357.jpg,640,218,person,530,136,559,190
000000000357.jpg,640,218,person,567,160,594,198
000000000357.jpg,640,218,person,592,154,619,201
000000000357.jpg,640,218,person,556,23,569,33
000000000357.jpg,640,218,person,545,21,554,47
000000000357.jpg,640,218,person,596,8,605,18
000000000357.jpg,640,218,person,265,6,283,33
000000000357.jpg,640,218,person,568,29,580,53
000000000357.jpg,640,218,person,580,32,587,56
000000000009.jpg,640,480,bowl,1,187,612,473
000000000009.jpg,640,480,bowl,311,4,631,232
000000000009.jpg,640,480,broccoli,249,229,565,474
000000000009.jpg,640,480,bowl,0,13,434,388
000000000009.jpg,640,480,orange,376,40,451,86
000000000009.jpg,640,480,orange,465,38,523,85
000000000009.jpg,640,480,orange,385,73,469,144
000000000009.jpg,640,480,orange,364,2,458,73
000000000034.jpg,640,425,zebra,0,20,442,399
000000000544.jpg,640,427,sports ball,596,293,610,301
000000000544.jpg,640,427,person,253,243,366,404
000000000544.jpg,640,427,person,107,301,237,412
000000000544.jpg,640,427,person,25,269,127,412
000000000544.jpg,640,427,person,76,191,105,236
000000000544.jpg,640,427,person,247,185,276,235
000000000544.jpg,640,427,person,193,209,223,237
000000000544.jpg,640,427,person,148,193,180,235
000000000544.jpg,640,427,person,0,221,33,299
000000000544.jpg,640,427,person,544,211,566,232
000000000544.jpg,640,427,baseball bat,223,300,275,308
000000000544.jpg,640,427,baseball glove,218,324,238,355
000000000544.jpg,640,427,person,20,237,63,296
000000000544.jpg,640,427,person,174,213,193,238
000000000544.jpg,640,427,person,18,194,44,240
000000000544.jpg,640,427,person,512,203,528,232
000000000395.jpg,640,580,cell phone,291,289,310,312
000000000395.jpg,640,580,person,118,138,551,573
000000000395.jpg,640,580,person,0,207,80,486
000000000395.jpg,640,580,person,77,270,159,475
000000000395.jpg,640,580,person,515,200,640,580
000000000395.jpg,640,580,cell phone,619,305,634,317
000000000395.jpg,640,580,person,108,232,147,279
000000000395.jpg,640,580,person,140,239,222,349
000000000395.jpg,640,580,person,412,194,445,300
000000000395.jpg,640,580,person,428,206,472,319
000000000395.jpg,640,580,person,159,332,220,399
000000000395.jpg,640,580,person,54,214,103,341
000000000395.jpg,640,580,person,448,253,518,342
000000000626.jpg,640,480,clock,312,124,353,166
000000000626.jpg,640,480,clock,396,129,417,176
000000000154.jpg,427,640,zebra,11,315,361,640
000000000154.jpg,427,640,zebra,40,192,314,332
000000000154.jpg,427,640,zebra,239,93,338,157
000000000142.jpg,480,640,bottle,256,88,416,342
000000000142.jpg,480,640,dining table,0,226,480,452
000000000142.jpg,480,640,banana,106,374,378,566
000000000142.jpg,480,640,sandwich,74,376,438,640
000000000397.jpg,640,480,chair,477,0,621,98
000000000397.jpg,640,480,pizza,4,44,635,456
000000000397.jpg,640,480,cup,0,294,36,366
000000000397.jpg,640,480,cup,479,315,630,473
000000000397.jpg,640,480,fork,595,404,639,456
000000000397.jpg,640,480,dining table,1,349,504,479
000000000397.jpg,640,480,person,3,0,229,205
000000000368.jpg,480,640,sports ball,207,238,254,287
000000000368.jpg,480,640,person,165,107,394,379
000000000368.jpg,480,640,person,157,81,211,190
000000000368.jpg,480,640,person,64,198,121,234
000000000368.jpg,480,640,person,135,148,175,230
000000000368.jpg,480,640,person,270,71,307,153
000000000368.jpg,480,640,person,424,138,468,237
000000000368.jpg,480,640,person,285,122,361,360
000000000368.jpg,480,640,person,362,137,399,235
000000000368.jpg,480,640,person,80,136,109,202
000000000368.jpg,480,640,person,65,138,83,201
000000000368.jpg,480,640,person,214,120,234,149
000000000368.jpg,480,640,person,0,137,18,230
000000000208.jpg,640,480,sink,1,108,640,475
000000000208.jpg,640,480,sink,0,150,304,260
000000000208.jpg,640,480,toothbrush,157,170,349,259
000000000208.jpg,640,480,toothbrush,57,122,215,204
000000000036.jpg,481,640,umbrella,0,50,457,480
000000000036.jpg,481,640,person,167,162,478,628
000000000584.jpg,640,426,spoon,5,1,343,70
000000000584.jpg,640,426,broccoli,312,275,374,326
000000000584.jpg,640,426,broccoli,199,193,393,301
000000000584.jpg,640,426,carrot,354,318,446,400
000000000584.jpg,640,426,carrot,447,253,528,331
000000000584.jpg,640,426,carrot,465,189,539,267
000000000584.jpg,640,426,carrot,512,245,579,321
000000000584.jpg,640,426,carrot,232,142,269,178
000000000584.jpg,640,426,carrot,233,51,306,117
000000000584.jpg,640,426,bowl,0,14,640,418
000000000584.jpg,640,426,carrot,196,170,282,248
000000000584.jpg,640,426,carrot,135,194,202,263
000000000584.jpg,640,426,carrot,379,43,437,88
000000000584.jpg,640,426,carrot,357,187,413,242
000000000590.jpg,409,500,sink,75,295,161,306
000000000590.jpg,409,500,bowl,72,292,165,320
000000000382.jpg,640,480,person,507,363,561,444
000000000382.jpg,640,480,skis,492,432,570,457
000000000382.jpg,640,480,backpack,517,365,534,388
000000000143.jpg,600,500,bird,426,192,558,368
000000000143.jpg,600,500,bird,128,104,223,271
000000000143.jpg,600,500,bird,265,126,365,289
000000000143.jpg,600,500,bird,243,271,340,391
000000000143.jpg,600,500,bird,114,319,206,480
000000000143.jpg,600,500,bird,35,20,131,153
000000000143.jpg,600,500,bird,120,237,234,371
000000000143.jpg,600,500,bird,468,320,562,475
000000000625.jpg,640,446,person,404,204,524,418
000000000625.jpg,640,446,person,271,152,372,423
000000000625.jpg,640,446,person,185,233,277,419
000000000625.jpg,640,446,frisbee,272,111,306,133
000000000194.jpg,640,480,knife,504,415,606,480
000000000194.jpg,640,480,pizza,1,40,640,473
000000000542.jpg,640,484,airplane,3,4,640,325
000000000542.jpg,640,484,person,222,189,291,375
000000000542.jpg,640,484,person,149,209,197,375
000000000542.jpg,640,484,person,452,195,492,355
000000000542.jpg,640,484,person,356,211,403,345
000000000542.jpg,640,484,person,317,211,357,343
000000000542.jpg,640,484,person,296,206,329,349
000000000542.jpg,640,484,person,185,212,229,348
000000000542.jpg,640,484,person,454,130,497,224
000000000542.jpg,640,484,person,267,118,335,194
000000000542.jpg,640,484,person,278,214,309,350
000000000542.jpg,640,484,handbag,180,277,198,305
000000000542.jpg,640,484,handbag,189,265,208,291
000000000542.jpg,640,484,tie,466,224,468,234
000000000542.jpg,640,484,handbag,483,262,503,292
000000000542.jpg,640,484,person,441,127,460,153
000000000542.jpg,640,484,person,281,219,296,294
000000000581.jpg,473,500,dog,104,151,261,410
000000000595.jpg,640,480,tv,368,296,509,408
000000000436.jpg,427,640,person,7,2,427,628
000000000436.jpg,427,640,donut,219,237,323,309
000000000387.jpg,640,480,laptop,249,50,624,327
000000000387.jpg,640,480,laptop,152,50,623,362
000000000387.jpg,640,480,cell phone,332,111,542,205
000000000634.jpg,427,640,person,57,264,348,474
000000000634.jpg,427,640,skateboard,154,446,316,500
000000000634.jpg,427,640,person,149,16,171,47
000000000634.jpg,427,640,person,338,0,427,114
000000000634.jpg,427,640,person,176,17,197,41
000000000634.jpg,427,640,person,78,38,103,67
000000000620.jpg,480,640,refrigerator,243,2,479,585
000000000620.jpg,480,640,pizza,96,252,318,398
000000000636.jpg,480,640,toilet,80,89,345,625
000000000144.jpg,640,480,giraffe,232,121,599,480
000000000144.jpg,640,480,giraffe,193,131,493,479
000000000144.jpg,640,480,giraffe,48,79,442,480
000000000597.jpg,640,248,elephant,337,167,378,191
000000000597.jpg,640,248,elephant,383,148,452,191
000000000597.jpg,640,248,elephant,467,149,540,193
000000000597.jpg,640,248,elephant,196,142,271,190
000000000597.jpg,640,248,elephant,134,154,193,189
000000000597.jpg,640,248,elephant,89,162,124,188
000000000597.jpg,640,248,elephant,1,154,56,188
000000000540.jpg,640,425,car,172,366,182,375
000000000540.jpg,640,425,car,611,309,620,320
000000000540.jpg,640,425,car,162,394,177,404
000000000540.jpg,640,425,car,218,329,228,339
000000000540.jpg,640,425,airplane,156,187,456,270
000000000540.jpg,640,425,truck,87,359,109,384
000000000540.jpg,640,425,traffic light,253,146,255,148
000000000540.jpg,640,425,car,71,404,85,413
000000000540.jpg,640,425,car,94,391,106,402
000000000540.jpg,640,425,car,131,372,140,381
000000000540.jpg,640,425,car,121,364,131,374
000000000540.jpg,640,425,car,194,368,203,377
000000000540.jpg,640,425,car,311,199,316,205
000000000540.jpg,640,425,car,52,191,59,198
000000000540.jpg,640,425,car,218,348,229,361
000000000540.jpg,640,425,bus,416,203,440,214
000000000540.jpg,640,425,truck,329,192,340,206
000000000540.jpg,640,425,car,291,182,297,186
000000000540.jpg,640,425,bus,452,385,466,405
000000000540.jpg,640,425,truck,93,392,105,402
000000000030.jpg,640,428,potted plant,204,31,459,355
000000000030.jpg,640,428,vase,237,155,403,351
000000000025.jpg,640,426,giraffe,385,60,600,357
000000000025.jpg,640,426,giraffe,53,356,185,411
000000000569.jpg,640,480,person,88,269,168,414
000000000569.jpg,640,480,kite,188,205,218,237
000000000569.jpg,640,480,kite,170,216,186,249
000000000569.jpg,640,480,kite,145,229,168,252
000000000569.jpg,640,480,kite,134,239,160,263
000000000384.jpg,446,640,couch,0,419,182,637
000000000384.jpg,446,640,clock,205,275,234,303
000000000384.jpg,446,640,book,154,542,196,559
000000000384.jpg,446,640,book,107,536,149,560
000000000384.jpg,446,640,mouse,100,464,113,474
000000000384.jpg,446,640,remote,365,496,386,504
000000000384.jpg,446,640,book,116,522,161,543
000000000384.jpg,446,640,remote,155,530,186,537
000000000384.jpg,446,640,remote,148,544,158,549
000000000384.jpg,446,640,book,160,509,192,526
000000000384.jpg,446,640,laptop,123,468,162,488
000000000623.jpg,375,500,bench,271,72,375,311
000000000623.jpg,375,500,teddy bear,1,31,356,494
000000000623.jpg,375,500,chair,273,62,373,302
000000000623.jpg,375,500,person,162,1,374,492
000000000151.jpg,480,640,person,434,61,465,114
000000000151.jpg,480,640,train,210,4,480,640
000000000151.jpg,480,640,stop sign,212,329,250,364
000000000192.jpg,640,480,person,349,253,481,473
000000000192.jpg,640,480,person,437,218,515,466
000000000192.jpg,640,480,person,0,274,37,479
000000000192.jpg,640,480,person,268,179,379,415
000000000192.jpg,640,480,baseball bat,13,381,49,474
